Master Filename,Level of Description,Title,Date,Scope and Contents,Creator,Associated Person (Machine Generated),Subject,Location,Format of Material,Language,Cybernetic Classification (Machine Generated),Classification Certainty (Machine Generated),Machine-extracted Feature (Machine Generated),Overall Sentiment (Machine Generated),Percent Positive Sentiment (Machine Generated),Percent Negative Sentiment (Machine Generated),Percent Neutral Sentiment (Machine Generated),Rights,Parent Collection,Repository,Collection Identifier
1106026_1_Andreae_1964.pdf,File,"Andreae, John H., 1964",1964,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Ashby, W. Ross (William Ross)||Andreae, John H.||von Foerster, Heinz",Wenner||Ashby,"Babcock, Murray L.||Ainsworth, William Anthony, 1939-2002||Ashby, William Ross, 1903-1972",Chicago (IL)||Urbana (IL)||Harlow (England),Correspondence,eng,Personal,"Personal, 42.87%||Psychology, 27.75%||Math, 24.05%||Machines, 5.33%",Wenner||Ashby||Sun||Machine||Hand||Ear||Code||Cat||State||Communication||Allo||Time||Order||Man||Learning||Engineering||Conversation||Art,0.7717,7.7,6.4,85.9,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_1_Ainsworth_1963_64.pdf,File,"Ainsworth, William, 1963-64",1963-1964,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","von Foerster, Heinz||Ainsworth, William||Ringle, John E.||Abelson, Philip H.||Chalmers, Bruce||Smith, Marjorie B.||Swanson, Rowena||Lawler, Harold B.||Mackay, Donald",Mead||Turing||Wiener,"Biological Computer Laboratory (BCL)||electrolytic||systems||circuitry||automata||quantitative||dendrites||research||machine theory||adaptation||Ashby, William Ross, 1903-1972||self-organization||University of Keele||University of Illinois",Washington (D.C.)||Urbana (IL)||Cambridge (MA)||Keele (England),Correspondence,eng,Personal,"Machines, 0.00%||Math, 0.00%||Psychology, 0.00%||Personal, 100.00%",Action||Art||Auto||Belief||Cause||effect||Cognition||Concept||Construction||Control||Description||Design||Doubt||Engineering||Environment||Experiment||Experimental||Flow||Freedom||Human||Methods||Nature||Intelligent||Information||Institution||Knowledge||Laboratory||Law||Learning||Man||Manuscript||Mechanism||Meaning||Memory||Mind||Model||System||Order||Organization||Physics||Theory||Science||Scientific||Systems||Time||Theoretical||Value||Adaptive||Adaptation||Allo||Artificial||Automata||Automaton||Communication||Complexity||Eigen||Electrolyte||Electrolytic||Feedback||Open||Purpose||State||Brain||Cat||Circuit||Component||Computer||Ear||Eye||Function||Hand||Hear||Machine||Map||Nerve||Network||network||Program||Signal||Sun||Technology||Vision||American||Society||Biological||Gunther||Mead||Turing||Wiener||Process,0.9999,11.8,3.1,85.2,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Mendo_1972.pdf,File,"Mendo, Realty, 1972",1972,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","von Foerster, Heinz||Day, William G.",,,Mendocino (CA)||Urbana (IL),Correspondence,eng,Math,"Math, 77.68%||Personal, 14.84%||Psychology, 6.40%||Machines, 1.08%",Eye||Ear||Cat||State||Open||Allo||Time||Physics||Mind||Mathematics||Man||Engineering||Conversation||Art||Cause,0.9911,20,7.5,72.5,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Maturana4_1962_73.pdf,File,"Maturana, Humberto & Maria Montanez, 1962, 1965-73 (4 of 4)",1965-1973||1962,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.",,,perception||neurophysiology,,Correspondence,eng,Personal,"Personal, 80.24%||Psychology, 14.75%||Math, 5.00%||Machines, 0.00%",Tool||Function||Ear||Cat||Animal||State||Purpose||Visual||Value||System||Space||Control||Physiology||Nervous||Mechanism||Man||Illusion||Experimental||Experiment||Domain||Design||Description||effect||Behavior||Art||Action,-0.8074,3.3,5.2,91.5,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Marzullo_1964_73.pdf,File,"Marzullo, Elio, 1964, 1966-70, 1972-73",1972-1973||1966-1970||1964,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Ashby, W. Ross (William Ross)||Marzullo, Elio||von Foerster, Heinz",Ashby,topology,Urbana (IL),Correspondence,eng,Math,"Math, 35.44%||Machines, 24.54%||Psychology, 20.11%||Personal, 19.91%",Ashby||Biological||American||Map||Ear||Cat||State||Open||Allo||Theoretical||Space||Science||Physics||Order||Mathematics||Man||Law||Information||Design||Biology||Art,0.9732,7.4,2.3,90.2,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_MillerDavid_1965_72.pdf,File,"Miller, David, 1965-66, 1971-72",1971-1972||1965-1966,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Miller, David C.",Wiener||Walter||Turing||Plato||Pask||Mead||Beer,San Jose State University ||cybernetics,London (England)||San Jose (CA)||Urbana (IL)||San Francisco (CA),Correspondence,eng,Personal,"Personal, 100.00%||Math, 0.00%||Psychology, 0.00%||Machines, 0.00%",Wiener||Walter||Turing||Pask||Mead||Beer||Map||Machine||Hear||Hand||Game||Function||Frog||Eye||Earth||Ear||Computer||Component||Code||Circuit||Cat||Brain||Animal||Trivial||State||Stability||variety||Requisite||Purpose||Open||Visual||Homeostasis||Goal||Cybernetics||Complexity||Communication||intelligence||Artificial||Allo||Variety||Value||Uncertainty||Understanding||Theoretical||Time||Thinking||Systems||Syntax||Structure||Space||Scientific||Science||Representation||Process||Physics||Perception||Organization||Order||Observing||Observation||System||Nervous||Model||Mind||Metaphysics||Memory||Meaning||Man||Learning||Law||Laboratory||Knowledge||Institution||Information||Intelligent||Intelligence||Interdisciplinary||Identity||Human||Future||Freedom||Flow||Fiction||Experimental||Experiment||Evolution||Environment||Engineering||Ecology||Design||Description||Culture||Theory||Control||Construction||Consciousness||Concept||effect||Cause||Biology||Belief||Being||Behavior||Autonomy||Auto||Art||Action||Society||American||Vision||Tool||Technology||Sun||Program||Noise||Nerve||Moon||Nature||World||Methods||Imagination,1,11.2,6.6,82.2,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Mead_1968_74.pdf,File,"Mead, Margaret, 1968-71, 1974",1974||1968-1971,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","von Foerster, Heinz||Mead, Margaret",Wenner||Mead||Bateson,anticommunication||communication||paradigmatology,New York (NY)||Urbana (IL),Correspondence,eng,Personal,"Personal, 100.00%||Math, 0.00%||Psychology, 0.00%||Machines, 0.00%",American||Vision||Tool||Technology||Sun||Signal||Program||Noise||Machine||Hear||Hand||Game||Eye||Earth||Ear||Computer||Cat||State||variety||Open||Goal||Communication||Woman||Variety||Value||Theoretical||Time||Systems||Structure||Space||Scientific||Science||Process||Perception||Organization||Order||System||Nervous||Model||Mind||Meaning||Man||Laboratory||Knowledge||Institution||Information||Nature||World||Human||Future||Evolution||Ethics||Environment||Engineering||Doubt||Description||Culture||Conversation||Theory||Control||Consciousness||Concept||effect||Cause||Biology||Being||Behavior||Art||Action||Wenner||Mead||Bateson||Biological||Society,0.9999,14.3,9,76.7,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Martin2_1970_73.pdf,File,"Martin, Robert, 1970-73 (2 of 2)",1970-1973,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Sergiovanni, Thomas||von Foerster, Heinz||Martin, Robert",Walter||Turing||Shannon||Maturana||Beer||Ashby,artificial intelligence||music||cognition||perception,Kirksville (MO),Correspondence,eng||cze,Personal,"Personal, 100.00%||Math, 0.00%||Psychology, 0.00%||Machines, 0.00%",Brain||Animal||Algorithm||State||Purpose||Disorder||Visual||Heuristic||Goal||Distinction||Cybernetics||Complexity||Communication||Biometrics||Automata||intelligence||Artificial||Allo||Adaptation||Value||Understanding||Synthesis||Structure||Space||Scientific||Science||Representation||Process||Physics||Perception||Organization||Organism||Order||Observation||System||Nervous||Model||Mind||Memory||Meaning||Mechanism||Mathematics||Man||Learning||Law||Laboratory||Knowledge||Institution||Information||Intelligent||Intelligence||Interdisciplinary||Nature||World||Hypothesis||Human||Future||Flow||Experimental||Experiment||Evolution||Environment||Engineering||Domain||Design||Description||Culture||Theory||Construction||Concept||Cognition||effect||Cause||Biology||Belief||Being||Behavior||Auto||Art||Action||Truth||Theoretical||Time||Thinking||Systems||Walter||Turing||Shannon||Maturana||Beer||Ashby||Biological||Society||American||Vision||Tool||Technology||Sun||Program||network||Network||Map||Machine||Hand||Game||Function||Eye||Earth||Ear||Computer||Code||Cat,0.9999,10,4,86,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Mayhill.pdf,File,"Mayhill, John",,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Mayhill, John",,Wenner-Gren Foundation for Anthropological Research,,Correspondence,eng,Math,"Math, 35.44%||Machines, 24.54%||Psychology, 20.11%||Personal, 19.91%",,,,,,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Mercer_1969.pdf,File,"Mercer, Robert, 1969",1969,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Mercer, Robert A.||von Foerster, Heinz||Pearson, John E.",,pollution control,Urbana (IL)||Baltimore (MD),Correspondence,eng,Personal,"Personal, 78.31%||Math, 21.27%||Psychology, 0.22%||Machines, 0.20%",Sun||Ear||State||Time||Physics||Laboratory||Information||Future||Engineering||Control||Art,0.9885,17.4,2.6,80,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Mellen_1972.pdf,File,"Mellen, Gabriele, 1972",1972,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Mellen, Gabriele||von Foerster, Heinz",,,Urbana (IL)||Les Allinges (France),Correspondence,eng,Personal,"Personal, 81.28%||Math, 11.92%||Psychology, 5.19%||Machines, 1.60%",Understanding||Time||Structure||Reality||Physics||Order||Mathematics||Man||Laboratory||World||Experiment||Environment||Engineering||Design||Concept||Art||Action||Vision||Sun||Game||Eye||Ear||Cat||State||Allo,0.967,10,1.8,88.2,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Medley_1972.pdf,File,"Medley, Doug, 1972",1972,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Medley, Doug||von Foerster, Heinz",,"Brün, Herbert, 1918-2000||cognition",Urbana (IL),Correspondence,eng,Personal,"Personal, 79.34%||Math, 11.17%||Psychology, 8.21%||Machines, 1.27%",Biological||Sun||Moon||Ear||Computer||Code||Time||Reality||System||Man||Laboratory||Cognition||Art,0.8176,15.3,0,84.7,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Meyerhoff_1967_68.pdf,File,"Meyerhoff, Gordon R., 1967-68",1967-1968,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Meyerhoff, Gordon R.||von Foerster, Heinz",,,Urbana (IL)||Roslyn Heights (NY),Correspondence,eng,Personal,"Personal, 48.63%||Math, 47.55%||Psychology, 3.59%||Machines, 0.23%",Hand||Game||Eye||Ear||Goal||Space||Order||System||Nervous||Laboratory||Information||Engineering||Description||Cause||Art,0.9816,9.3,2.9,87.8,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Melnechuk_1973.pdf,File,"Melnechuk, Theodore, 1973",1973,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Melnechuk, Theodore||von Foerster, Heinz",Maturana||Ashby,"cognition||Maturana, Humberto R., 1928-....||Biological Computer Laboratory (BCL)||Western Behavioral Sciences Institute (WBSI)",La Jolla (CA)||Urbana (IL),Correspondence,eng,Personal,"Personal, 99.82%||Psychology, 0.12%||Math, 0.05%||Machines, 0.00%",Maturana||Ashby||Biological||Society||American||Sun||Program||Ear||Computer||Cat||Heuristic||Communication||Woman||Truth||Time||Structure||Science||Representation||Process||Physiology||Order||System||Model||Man||Laboratory||Institution||Information||Nature||Imagination||Human||Future||Flow||Environment||Engineering||Domain||Theory||Consciousness||Cognition||effect||Cause||Biology||Behavior||Art||Action,0.9982,18.3,9,72.7,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Monk_1971_72.pdf,File,"Monk, David, 1971-72",1971-1972,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Monk, David",,Parkland College||environmental education||environmental science,Champaign (IL)||Urbana (IL),Correspondence,eng,Personal,"Personal, 96.74%||Math, 3.02%||Psychology, 0.24%||Machines, 0.00%",Society||American||Vision||Sun||Program||Noise||Map||Hand||Ear||Animal||State||Purpose||Open||Allo||Time||Systems||Structure||Space||Science||Organization||System||Model||Mechanism||Man||Laboratory||Institution||Information||Nature||World||Future||Experiment||Environment||Ecology||Design||Culture||Control||effect||Art||Action||Cat,0.9995,13.8,2.1,84.1,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Marvin_1972_73.pdf,File,"Marvin, Langdon P., 1972-73",1972-1973,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Flood, Daniel J.||Marvin, Langdon P.||von Foerster, Heinz",Walter||Pask||Mead||Macy,U.S. Congress||U.S. Air Force,Washington (D.C.)||New York (NY),Correspondence,eng,Personal,"Personal, 100.00%||Psychology, 0.00%||Math, 0.00%||Machines, 0.00%",Physiology||Physics||Organization||Laboratory||Knowledge||Institution||Information||Intelligence||Nature||World||Methods||Human||Future||Freedom||Flow||Experimental||Experiment||Error||Environment||Engineering||Dream||Doubt||Design||Description||Culture||Control||Construction||Concept||Cognition||effect||Cause||Biology||Belief||Behavior||Auto||Art||Action||Meaning||Mechanism||Man||Learning||Law||Organism||Order||Observation||Neurology||System||Model||Mind||Memory||Walter||Pask||Mead||Macy||Biological||Society||American||Vision||Technology||Sun||Signal||Program||Noise||network||Network||Nerve||Moon||Map||Machine||Hear||Hand||Game||Function||Eye||Earth||Ear||Computer||Component||Code||Cat||Brain||Animal||State||Stability||variety||Requisite||Purpose||Disorder||Open||Visual||Goal||Cybernetics||Communication||intelligence||Artificial||Allo||Variety||Value||Understanding||Time||Systems||Syntax||Structure||Space||Scientific||Science||Representation||Process,1,14.4,6.2,79.4,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
1106026_22_Mole_1966.pdf,File,"Mole, Paul, 1966",1966,"Papers of Heinz von Foerster (1911-2002), professor of electrical engineering (1949-74) and biophysics (1962-74) and director of Biological Computer Laboratory (BCL) (1958-74) including correspondence relating to cybernetics, BCL, futurism, alternative living, cognitive processes, artificial intelligence, artificial language. Correspondents include W. Ross Ashby, Murray Babcock, Stafford Beer, Herbert Brun, Paul Drake, Victor Frankl, Erich Fromm, Herbert Goldhor, Gottard Gunther, Ivan Illich, Howard Lawler, John Lilly, Lars Lofgren, Warren McCulloch, Humberto Maturana, Margaret Mead, Gordon Pask, Rowena Swanson, Stuart Umpleby and Mrs. Norbert Wiener.","Mole, Paul",Beer,Urbana Courier,Urbana (IL),Correspondence,eng,Personal,"Personal, 98.24%||Psychology, 1.05%||Math, 0.71%||Machines, 0.00%",Beer||Society||American||Vision||Tool||Sun||Signal||Program||Map||Machine||Hear||Hand||Game||Function||Eye||Earth||Ear||Computer||Component||Code||Circuit||Cat||State||Purpose||Open||Visual||Allo||Woman||Time||Thinking||Systems||Structure||Space||Process||Order||System||Model||Man||Learning||Laboratory||Knowledge||Information||Nature||World||Human||Future||Freedom||Flow||Error||Description||Control||Construction||Auto||Art||Action||Behavior||effect||Cause||Law,0.9995,15.1,11,73.9,In Copyright - Educational Use Permitted&&<http://rightsstatements.org/vocab/InC-EDU/1.0/>,"Heinz von Foerster Papers, 1925-2000",University of Illinois at Urbana-Champaign. University Archives,11/6/26
